Index Number;Name;Address;Project Status;Occupancy Year;Operator;Clientele- Families;Clientele - Seniors;Clientele - Other;Design - Accessible 1BR;Design - Accessible 2BR;Design - Accessible 3BR;Design - Accessible 4BR;Design - Accessible Studio;Design - Accessible Room;Design - Adaptable 1BR;Design - Adaptable 2BR;Design - Adaptable 3BR;Design - Adaptable 4BR;Design - Standard 1BR;Design - Standard 2BR;Design - Standard 3BR;Design - Standard 4BR;Design - Standard Studio;Design - Standard Room;URL;Geom
639;Skwachays Healing Lodge and Residence;31 W Pender St;Completed;2012;BC Indigenous Housing Society;0;0;24;0;0;0;0;3;0;0;0;0;0;0;0;0;0;21;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=639;"{""coordinates"": [-123.10604961, 49.28108145], ""type"": ""Point""}"
641;Secord Hotel (formerly Marr Hotel);401 Powell St;Completed;2008;Atira Women’s Resource Society;0;0;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=641;"{""coordinates"": [-123.09506057, 49.28335605], ""type"": ""Point""}"
642;The Rainier;307 - 315 Carrall St;Completed;2009;PHS Community Services Society;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=642;"{""coordinates"": [-123.10460555, 49.28223732], ""type"": ""Point""}"
646;Kettle on Burrard;1134 Burrard St;Completed;2014;Kettle Society;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=646;"{""coordinates"": [-123.12780362, 49.27956687], ""type"": ""Point""}"
650;The Cornerstone;375 Princess Av;Completed;2009;PHS Community Services Society;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=650;"{""coordinates"": [-123.09168097, 49.28148382], ""type"": ""Point""}"
658;Union Gospel Project;601 E Hastings St;Completed;2011;Union Gospel Mission;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=658;"{""coordinates"": [-123.09108, 49.28147049], ""type"": ""Point""}"
671;Sorella;525 Abbott St;Completed;2011;Atira Women’s Resource Society;12;0;96;0;0;0;0;0;0;0;0;0;0;0;12;0;0;96;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=671;"{""coordinates"": [-123.1081018, 49.28083259], ""type"": ""Point""}"
672;Hutchinson Hotel (formerly Park Hotel);429 - 433 W Pender St;Completed;2007;PHS Community Services Society;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=672;"{""coordinates"": [-123.11218735, 49.28326902], ""type"": ""Point""}"
673;Hotel Canada (Formerly Marble Arch);518 Richards;Completed;2007;Atira Women’s Resource Society;0;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=673;"{""coordinates"": [-123.1132548, 49.28278806], ""type"": ""Point""}"
676;Karis Place;1338 Seymour St;Completed;2011;More Than a Roof Housing Society;0;0;105;0;0;0;0;5;0;0;0;0;0;0;0;0;0;100;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=676;"{""coordinates"": [-123.12699714, 49.27495648], ""type"": ""Point""}"
677;Helping Spirit Lodge;1475 - 1495 Kingsway;Completed;2007;Helping Spirit Lodge Society;0;0;36;0;0;0;0;0;0;0;0;0;0;30;0;0;0;6;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=677;"{""coordinates"": [-123.07371806, 49.24966055], ""type"": ""Point""}"
681;Orange Hall;341 Gore Ave;Completed;2007;S.U.C.C.E.S.S.;0;0;27;0;0;0;0;0;0;0;0;0;0;17;3;0;0;7;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=681;"{""coordinates"": [-123.09778996, 49.28159583], ""type"": ""Point""}"
684;Molson's Bank (Formerly the Roosevelt);166 E Hastings St;Completed;2007;PHS Community Services Society;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=684;"{""coordinates"": [-123.10053555, 49.28104596], ""type"": ""Point""}"
685;Honoria Conway;4875 Heather St;Completed;2008;Providence Health Care Society;0;60;0;0;0;0;0;0;0;60;0;0;0;0;0;0;0;0;0;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=685;"{""coordinates"": [-123.1220863, 49.24202705], ""type"": ""Point""}"
696;Cordova Residence;54 E Cordova St;Completed;2009;Atira Property Management Inc.;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;https://app.vancouver.ca/NonMarketHousing_NET/ProjectDetails.aspx?IndexNum=696;"{""coordinates"": [-123.10296563, 49.28207691], ""type"": ""Point""}"
